,actor_id,first_name,last_name,film_info
36,37,VAL,BOLGER,"Action: AMADEUS HOLY, DRIFTER COMMANDMENTS, PRIMARY GLASS; Animation: CANYON STOCK, WATCH TRACY; Children: JERSEY SASSY, MAKER GABLES, MODEL FISH, STRANGER STRANGERS; Classics: PATIENT SISTER, PREJUDICE OLEANDER; Comedy: CAPER MOTIONS, FIREBALL PHILADELPHIA, LONELY ELEPHANT, MALLRATS UNITED; Documentary: UNITED PILOT, WEDDING APOLLO; Drama: CHITTY LOCK, DALMATIONS SWEDEN, PATHS CONTROL; Foreign: INTRIGUE WORST, TOWN ARK; Games: LAMBS CINCINATTI, STAMPEDE DISTURBING; Horror: CARRIE BUNCH, ELEPHANT TROJAN; Music: ALASKA PHANTOM, JAWBREAKER BROOKLYN, YOUTH KICK; Sci-Fi: METROPOLIS COMA, STALLION SUNDANCE; Sports: ALADDIN CALENDAR, DUDE BLINDNESS; Travel: SHAWSHANK BUBBLE, WORKING MICROCOSMOS"
37,38,TOM,MCKELLEN,"Action: CADDYSHACK JEDI, KISSING DOLLS, SHRUNK DIVINE; Animation: CLUB GRAFFITI, DESIRE ALIEN, DONNIE ALLEY, MISSION ZOOLANDER; Children: IDOLS SNATCHERS, MAGIC MALLRATS, STRANGER STRANGERS; Comedy: FREEDOM CLEOPATRA; Documentary: EGG IGBY; Drama: NECKLACE OUTBREAK, SPICE SORORITY; Family: INDIAN LOVE; Foreign: GENTLEMEN STAGE, PURPLE MOVIE; Horror: ANALYZE HOOSIERS, TARZAN VIDEOTAPE; Music: LEGEND JEDI; New: IDAHO LOVE; Sci-Fi: FRISCO FORREST, STALLION SUNDANCE; Sports: CONGENIALITY QUEST, NEIGHBORS CHARADE"
38,39,GOLDIE,BRODY,"Animation: INCH JET, PRIDE ALAMO, PUNK DIVORCE; Children: COMANCHEROS ENEMY; Classics: HOLY TADPOLE, SNATCHERS MONTEZUMA; Documentary: MOD SECRETARY; Drama: PITY BOUND, SEA VIRGIN; Family: BILKO ANONYMOUS, JASON TRAP, PRIX UNDEFEATED, ROBBERY BRIGHT; Foreign: EVERYONE CRAFT, HOOSIERS BIRDCAGE, POLLOCK DELIVERANCE; Horror: DESERT POSEIDON, HIGH ENCINO; New: FLAMINGOS CONNECTICUT, UNBREAKABLE KARATE; Sci-Fi: BINGO TALENTED, DAISY MENAGERIE, MARRIED GO, SPIRITED CASUALTIES; Sports: EXORCIST STING, MOSQUITO ARMAGEDDON, MUMMY CREATURES; Travel: OUTLAW HANKY"
39,40,JOHNNY,CAGE,"Action: SUSPECTS QUILLS; Animation: DESIRE ALIEN, FLYING HOOK, THIEF PELICAN; Classics: ROOTS REMEMBER; Comedy: RUSHMORE MERMAID, VELVET TERMINATOR; Documentary: ACADEMY DINOSAUR, INTOLERABLE INTENTIONS; Drama: BUNCH MINDS, HANGING DEEP, LIES TREATMENT; Foreign: ALAMO VIDEOTAPE, CATCH AMISTAD; Games: ROXANNE REBEL, SPY MILE; Horror: ARABIA DOGMA, KARATE MOON, ROCK INSTINCT, SIMON NORTH; New: CLYDE THEORY, VAMPIRE WHALE; Sci-Fi: CONNECTICUT TRAMP, GRAFFITI LOVE, HAMLET WISDOM, REIGN GENTLEMEN; Sports: INSTINCT AIRPORT; Travel: DISCIPLE MOTHER, SUPERFLY TRIP"
40,41,JODIE,DEGENERES,"Action: CROW GREASE, DARN FORRESTER, DREAM PICKUP; Classics: BEAST HUNCHBACK, DRACULA CRYSTAL; Comedy: CLOSER BANG, PARADISE SABRINA; Documentary: CIDER DESIRE, FRENCH HOLIDAY, MADISON TRAP; Drama: DIARY PANIC, VIETNAM SMOOCHY; Family: REMEMBER DIARY; Foreign: BROOKLYN DESERT, PET HAUNTING; Games: MOONSHINE CABIN; Horror: AFFAIR PREJUDICE, SIMON NORTH; Music: BOOGIE AMELIE, REDS POCUS; New: FATAL HAUNTED; Sci-Fi: BEVERLY OUTLAW, DAISY MENAGERIE, TROJAN TOMORROW; Sports: GROOVE FICTION, PICKUP DRIVING, SENSE GREEK; Travel: SHANGHAI TYCOON, TOMATOES HELLFIGHTERS"
41,42,TOM,MIRANDA,"Animation: SUNRISE LEAGUE; Children: LABYRINTH LEAGUE; Comedy: KNOCK WARLOCK, MEMENTO ZOOLANDER, VALLEY PACKER; Documentary: POCUS PULP, RAINBOW SHOCK; Drama: TRANSLATION SUMMER; Family: CHASING FIGHT, FEUD FROGMEN, SUPER WYOMING; Foreign: KISS GLORY, ROCKETEER MOTHER; Games: MADRE GABLES, SUIT WALLS; Horror: ANALYZE HOOSIERS, LOLA AGENT, LOVE SUICIDES, PATTON INTERVIEW, TARZAN VIDEOTAPE, UNDEFEATED DALMATIONS; Music: FREAKY POCUS, PERSONAL LADYBUGS; New: FLAMINGOS CONNECTICUT; Sci-Fi: SILVERADO GOLDFINGER; Sports: TIGHTS DAWN; Travel: OUTLAW HANKY"
42,43,KIRK,JOVOVICH,"Action: AMADEUS HOLY, BAREFOOT MANCHURIAN, BULL SHAWSHANK; Animation: BORROWERS BEDAZZLED, DOGMA FAMILY, FORRESTER COMANCHEROS; Children: FURY MURDER, MURDER ANTITRUST, SPLENDOR PATTON; Classics: CONSPIRACY SPIRIT; Comedy: ELEMENT FREDDY, HEAVEN FREEDOM; Drama: SPICE SORORITY, WARDROBE PHANTOM; Family: CHOCOLAT HARRY, GLADIATOR WESTWARD, GREASE YOUTH, NETWORK PEAK, RUSH GOODFELLAS; Foreign: LOST BIRD, MULHOLLAND BEAST; Music: CLUE GRAIL, INSIDER ARIZONA; Sports: ARTIST COLDBLOODED, MOSQUITO ARMAGEDDON, TUXEDO MILE"
43,44,NICK,STALLONE,"Action: SPEAKEASY DATE, WOMEN DORADO; Children: TEQUILA PAST, TOOTSIE PILOT; Comedy: DOOM DANCING, MULAN MOON; Documentary: BEACH HEARTBREAKERS, WAGON JAWS; Drama: VIRGIN DAISY; Family: BRAVEHEART HUMAN, EFFECT GLADIATOR; Games: MONSOON CAUSE, PRIVATE DROP; Horror: STRANGERS GRAFFITI, ZHIVAGO CORE; New: BUTTERFLY CHOCOLAT, JUMANJI BLADE, RUNAWAY TENENBAUMS, VARSITY TRIP; Sports: CONGENIALITY QUEST, FLATLINERS KILLER, HOLES BRANNIGAN, MOSQUITO ARMAGEDDON, TALENTED HOMICIDE, TRADING PINOCCHIO; Travel: BOILED DARES, BORN SPINAL, HORROR REIGN, SHANGHAI TYCOON, TEEN APOLLO"
44,45,REESE,KILMER,"Action: CAMPUS REMEMBER; Animation: ALTER VICTORY, FORRESTER COMANCHEROS, TRACY CIDER; Children: BENEATH RUSH; Classics: JERK PAYCHECK, LOVER TRUMAN, TOMORROW HUSTLER; Comedy: KNOCK WARLOCK, PINOCCHIO SIMON, WISDOM WORKER; Documentary: COAST RAINBOW, DEEP CRUSADE, HAWK CHILL, UNITED PILOT; Family: SECRETS PARADISE, SLUMS DUCK, WILLOW TRACY; Foreign: CRYSTAL BREAKING, HIGHBALL POTTER, INTRIGUE WORST, TOWN ARK; Games: CANDLES GRAPES, LAMBS CINCINATTI; Horror: BEHAVIOR RUNAWAY; Music: SCALAWAG DUCK, SILENCE KANE; New: UNBREAKABLE KARATE; Sci-Fi: RANDOM GO; Sports: CRANES RESERVOIR, INSTINCT AIRPORT, KRAMER CHOCOLATE"
45,46,PARKER,GOLDBERG,"Action: ARK RIDGEMONT, WORST BANGER; Animation: INCH JET, SONS INTERVIEW; Children: SCARFACE BANG, TIES HUNGER; Classics: RIGHT CRANES; Comedy: JAWS HARRY; Documentary: HAWK CHILL; Drama: SAVANNAH TOWN; Family: SPINAL ROCKY; Foreign: MEET CHOCOLATE; Horror: SPIRIT FLINTSTONES; Music: BALLOON HOMEWARD, CONFIDENTIAL INTERVIEW, LUCKY FLYING, WIZARD COLDBLOODED; New: IDAHO LOVE, LOVERBOY ATTACKS; Sci-Fi: EXPRESS LONELY, FISH OPUS; Sports: DRIVER ANNIE, INSTINCT AIRPORT, SQUAD FISH"
46,47,JULIA,BARRYMORE,"Action: BERETS AGENT; Animation: ARGONAUTS TOWN; Classics: JERK PAYCHECK; Comedy: GROUNDHOG UNCUT; Documentary: MIGHTY LUCK, PELICAN COMFORTS, ROAD ROXANNE, WIFE TURN; Drama: CONEHEADS SMOOCHY, SHOOTIST SUPERFLY, UNFAITHFUL KILL, VIRGIN DAISY; Family: BANG KWAI, EFFECT GLADIATOR; Foreign: SCISSORHANDS SLUMS; Games: LAMBS CINCINATTI; Horror: GASLIGHT CRUSADE, ROCK INSTINCT; New: ANGELS LIFE, TROOPERS METAL; Sci-Fi: UNFORGIVEN ZOOLANDER; Sports: SECRETARY ROUGE; Travel: DISCIPLE MOTHER, SHINING ROSES"
47,48,FRANCES,DAY-LEWIS,"Action: ENTRAPMENT SATISFACTION; Animation: CHAMPION FLATLINERS, DOUBLE WRATH, GANGS PRIDE; Comedy: BRINGING HYSTERICAL; Documentary: BROTHERHOOD BLANKET, CIDER DESIRE, COAST RAINBOW, EXPENDABLE STALLION, SAGEBRUSH CLUELESS, UNTOUCHABLES SUNRISE; Family: FINDING ANACONDA, GABLES METROPOLIS, HOMICIDE PEACH; Foreign: MADNESS ATTACKS, PURPLE MOVIE, SHREK LICENSE; Games: DARLING BREAKING; Horror: LADY STAGE, UNDEFEATED DALMATIONS; New: EAGLES PANKY; Sci-Fi: FIDDLER LOST, MARRIED GO; Sports: MERMAID INSECTS, MOTHER OLEANDER; Travel: OTHERS SOUP"
48,49,ANNE,CRONYN,"Action: DRAGON SQUAD, LUST LOCK, MINDS TRUMAN, UPRISING UPTOWN; Animation: HORN WORKING; Children: HOLLYWOOD ANONYMOUS; Classics: IRON MOON, REQUIEM TYCOON; Documentary: HARDLY ROBBERS, HAWK CHILL; Drama: ENCOUNTERS CURTAIN, PATHS CONTROL, RACER EGG; Family: APACHE DIVINE, GANDHI KWAI, HALF OUTFIELD; Foreign: DANGEROUS UPTOWN, MOON BUNCH; Horror: LADY STAGE, REAP UNFAITHFUL; Music: WIZARD COLDBLOODED; New: MANNEQUIN WORST; Sci-Fi: CINCINATTI WHISPERER, CROWDS TELEMARK; Sports: RIDER CADDYSHACK; Travel: SMILE EARRING, WINDOW SIDE"
49,50,NATALIE,HOPKINS,"Action: CADDYSHACK JEDI, FANTASY TROOPERS, FOOL MOCKINGBIRD, HILLS NEIGHBORS, REAR TRADING, RINGS HEARTBREAKERS; Animation: DOORS PRESIDENT; Children: TWISTED PIRATES; Comedy: CONNECTION MICROCOSMOS, PERFECT GROOVE; Documentary: DOZEN LION, EGG IGBY, MAJESTIC FLOATS; Drama: HAROLD FRENCH, KWAI HOMEWARD, TORQUE BOUND; Family: HOUSE DYNAMITE, JASON TRAP, NETWORK PEAK, SIEGE MADRE, SPINAL ROCKY; Foreign: WAR NOTTING; Games: FEATHERS METAL, MONSOON CAUSE, STAMPEDE DISTURBING; New: NUTS TIES; Sci-Fi: LICENSE WEEKEND, UNFORGIVEN ZOOLANDER; Sports: GRACELAND DYNAMITE, HOLES BRANNIGAN; Travel: ESCAPE METROPOLIS, OTHERS SOUP"
50,51,GARY,PHOENIX,"Action: HANDICAP BOONDOCK; Animation: CAROL TEXAS, INSECTS STONE; Children: WRONG BEHAVIOR; Classics: LOATHING LEGALLY, TIMBERLAND SKY, TOMORROW HUSTLER; Documentary: NORTH TEQUILA, ROAD ROXANNE; Family: AFRICAN EGG, BEDAZZLED MARRIED; Foreign: CALENDAR GUNFIGHT; Games: HEAD STRANGER; Horror: ROCK INSTINCT, WORLD LEATHERNECKS; New: JUMANJI BLADE, RUN PACIFIC, STOCK GLASS, WILD APOLLO; Sci-Fi: CITIZEN SHREK; Sports: HOLES BRANNIGAN, PICKUP DRIVING, RIVER OUTLAW, VICTORY ACADEMY; Travel: BUCKET BROTHERHOOD"
51,52,CARMEN,HUNT,"Action: PATRIOT ROMAN, TRUMAN CRAZY; Children: HOLOCAUST HIGHBALL, LEGALLY SECRETARY, ZOOLANDER FICTION; Classics: DRACULA CRYSTAL, FROST HEAD, VOYAGE LEGALLY; Comedy: GUNFIGHT MOON; Documentary: HAWK CHILL, SMOKING BARBARELLA; Foreign: GRAPES FURY, MIXED DOORS, POLLOCK DELIVERANCE; Games: MOONSHINE CABIN; Horror: BOWFINGER GABLES; Music: AMELIE HELLFIGHTERS, TELEGRAPH VOYAGE; New: BREAKING HOME, BUTCH PANTHER, PHANTOM GLORY; Sci-Fi: DAISY MENAGERIE, RANDOM GO; Sports: JADE BUNCH, LESSON CLEOPATRA; Travel: TEEN APOLLO"
52,53,MENA,TEMPLE,"Action: CASUALTIES ENCINO, PRIMARY GLASS; Animation: EARLY HOME; Children: MICROCOSMOS PARADISE; Classics: GILMORE BOILED, REQUIEM TYCOON; Documentary: ACADEMY DINOSAUR, BEACH HEARTBREAKERS, MIGHTY LUCK; Family: RESURRECTION SILVERADO; Foreign: VISION TORQUE, WASH HEAVENLY; Games: ICE CROSSING, LAMBS CINCINATTI; Horror: ALABAMA DEVIL, CARRIE BUNCH; Music: BALLOON HOMEWARD, WIZARD COLDBLOODED; New: BUTTERFLY CHOCOLAT, INTERVIEW LIAISONS, JUMANJI BLADE, JUNGLE CLOSER, VARSITY TRIP; Sci-Fi: ENGLISH BULWORTH; Sports: DROP WATERFRONT, MILE MULAN; Travel: CONTACT ANONYMOUS, FELLOWSHIP AUTUMN, GUMP DATE, LIAISONS SWEET"
53,54,PENELOPE,PINKETT,"Action: EXCITEMENT EVE; Animation: JUGGLER HARDLY, LAWLESS VISION, OZ LIAISONS; Classics: CORE SUIT, WESTWARD SEABISCUIT; Comedy: LION UNCUT, RUSHMORE MERMAID, SUBMARINE BED; Documentary: CAUSE DATE, CIDER DESIRE; Family: GANDHI KWAI; Games: MADRE GABLES, STATE WASTELAND, SUIT WALLS; Horror: FAMILY SWEET, MOTIONS DETAILS, PARIS WEEKEND, WORLD LEATHERNECKS; Music: OLEANDER CLUE; New: TROOPERS METAL; Sci-Fi: ENGLISH BULWORTH; Sports: SATURDAY LAMBS; Travel: BOILED DARES, WORKER TARZAN"
54,55,FAY,KILMER,"Animation: WATCH TRACY; Children: JERSEY SASSY; Classics: SNATCHERS MONTEZUMA; Documentary: SECRET GROUNDHOG; Drama: HARRY IDAHO, RACER EGG, SHOOTIST SUPERFLY, SPICE SORORITY; Family: MOVIE SHAKESPEARE; Foreign: JET NEIGHBORS; Horror: AIRPORT POLLOCK; New: FLAMINGOS CONNECTICUT, FRONTIER CABIN; Sci-Fi: NEMO CAMPUS, VACATION BOONDOCK; Sports: ANONYMOUS HUMAN, CRUSADE HONEY, MUSSOLINI SPOILERS; Travel: BIRD INDEPENDENCE, FELLOWSHIP AUTUMN"
55,56,DAN,HARRIS,"Action: HILLS NEIGHBORS; Animation: TITANIC BOONDOCK; Children: GHOST GROUNDHOG; Classics: SUMMER SCARFACE; Documentary: INDEPENDENCE HOTEL; Drama: LIES TREATMENT, REUNION WITCHES; Family: BEDAZZLED MARRIED, SIEGE MADRE; Foreign: HOLIDAY GAMES, SCHOOL JACKET; Games: DIVINE RESURRECTION, SEVEN SWARM; Horror: MONTEREY LABYRINTH, WATERSHIP FRONTIER; Music: INSIDER ARIZONA, VANISHING ROCKY; New: DESTINY SATURDAY, RUN PACIFIC; Sci-Fi: EYES DRIVING, TITANS JERK; Sports: GROOVE FICTION, JADE BUNCH, STEERS ARMAGEDDON, STRAIGHT HOURS; Travel: BOONDOCK BALLROOM, FELLOWSHIP AUTUMN, SUPERFLY TRIP"
56,57,JUDE,CRUISE,"Action: QUEST MUSSOLINI, REAR TRADING; Animation: CHAMPION FLATLINERS; Children: STRANGELOVE DESIRE, TWISTED PIRATES; Classics: TIMBERLAND SKY; Comedy: FIREBALL PHILADELPHIA, KNOCK WARLOCK; Documentary: BROTHERHOOD BLANKET, HALLOWEEN NUTS; Family: DATE SPEED, HOUSE DYNAMITE; Foreign: ALLEY EVOLUTION, CROSSING DIVORCE, MULHOLLAND BEAST; Games: ICE CROSSING; Horror: ARABIA DOGMA, CARRIE BUNCH, DRUMS DYNAMITE, ROCK INSTINCT; Music: MONSTER SPARTACUS, SCALAWAG DUCK; New: CHINATOWN GLADIATOR, EAGLES PANKY, FRONTIER CABIN, PLATOON INSTINCT; Sci-Fi: CAMELOT VACATION, CITIZEN SHREK, OPEN AFRICAN, RANDOM GO"
57,58,CHRISTIAN,AKROYD,"Action: HILLS NEIGHBORS, MAGNOLIA FORRESTER; Animation: DOORS PRESIDENT, LUKE MUMMY; Children: BACKLASH UNDEFEATED, BETRAYED REAR, MAKER GABLES, SABRINA MIDNIGHT; Classics: MILLION ACE; Comedy: CAPER MOTIONS, DOOM DANCING, OPERATION OPERATION, SUBMARINE BED; Documentary: CUPBOARD SINNERS, PRINCESS GIANT; Family: CONFUSED CANDLES; Foreign: CATCH AMISTAD, INNOCENT USUAL, RESERVOIR ADAPTATION; Games: FEATHERS METAL, FIRE WOLVES; Horror: SINNERS ATLANTIS, STREETCAR INTENTIONS; Music: HOME PITY, JAWBREAKER BROOKLYN; New: MAIDEN HOME, NUTS TIES, OKLAHOMA JUMANJI; Sci-Fi: DIVIDE MONSTER, MOURNING PURPLE; Sports: CHANCE RESURRECTION, DRIVER ANNIE"
58,59,DUSTIN,TAUTOU,"Action: CELEBRITY HORN, DARKO DORADO; Animation: CAROL TEXAS, DONNIE ALLEY, OSCAR GOLD; Children: STRANGER STRANGERS; Classics: PREJUDICE OLEANDER, SUMMER SCARFACE; Documentary: BILL OTHERS, CAUSE DATE, EXPENDABLE STALLION, PACIFIC AMISTAD, RAINBOW SHOCK, VILLAIN DESPERATE; Drama: HOBBIT ALIEN, SEA VIRGIN; Family: AFRICAN EGG, CONVERSATION DOWNHILL, VIRTUAL SPOILERS; Foreign: POLLOCK DELIVERANCE, WONDERFUL DROP; Games: AUTUMN CROW; Horror: PULP BEVERLY, RULES HUMAN; Music: BANGER PINOCCHIO; Sci-Fi: METROPOLIS COMA; Travel: BORN SPINAL"
59,60,HENRY,BERRY,"Action: DRIFTER COMMANDMENTS; Animation: DOGMA FAMILY, SLEEPLESS MONSOON, WONKA SEA; Children: HOLLYWOOD ANONYMOUS, UPTOWN YOUNG; Classics: EXTRAORDINARY CONQUERER; Comedy: RUSHMORE MERMAID; Documentary: BONNIE HOLOCAUST, CHICKEN HELLFIGHTERS, WAGON JAWS; Drama: CONQUERER NUTS, CRAFT OUTFIELD, SCORPION APOLLO; Family: APACHE DIVINE, DUMBO LUST, LOUISIANA HARRY, PILOT HOOSIERS; Foreign: GRAPES FURY, KANE EXORCIST, WHALE BIKINI; Games: SPY MILE; Horror: DESERT POSEIDON, FREDDY STORM, PARIS WEEKEND, PATTON INTERVIEW, SPIRIT FLINTSTONES; Music: CHAMBER ITALIAN; New: HOURS RAGE, MAIDEN HOME; Sci-Fi: CONNECTICUT TRAMP, DIVIDE MONSTER; Travel: FACTORY DRAGON, SHANE DARKNESS, SHANGHAI TYCOON"
60,61,CHRISTIAN,NEESON,"Animation: HORN WORKING, OZ LIAISONS, PUNK DIVORCE; Children: HOLLYWOOD ANONYMOUS; Classics: LOVER TRUMAN; Drama: MOB DUFFEL, SAVANNAH TOWN; Family: OPPOSITE NECKLACE, SENSIBILITY REAR, SPLASH GUMP; Games: GLORY TRACY, LAMBS CINCINATTI; Horror: LOVE SUICIDES, WORLD LEATHERNECKS; Music: RUNNER MADIGAN, SCALAWAG DUCK; Sci-Fi: DIVIDE MONSTER, GRAFFITI LOVE, SPIRITED CASUALTIES; Sports: DIVORCE SHINING, GRACELAND DYNAMITE, LIBERTY MAGNIFICENT; Travel: FELLOWSHIP AUTUMN, LIAISONS SWEET, OUTLAW HANKY"
61,62,JAYNE,NEESON,"Action: GRAIL FRANKENSTEIN, QUEST MUSSOLINI; Children: POLISH BROOKLYN; Classics: HYDE DOCTOR, VOYAGE LEGALLY; Comedy: GROUNDHOG UNCUT, HEDWIG ALTER; Documentary: BROTHERHOOD BLANKET, CAUSE DATE, EXPENDABLE STALLION, HALLOWEEN NUTS, INDEPENDENCE HOTEL; Drama: EDGE KISSING; Family: DINOSAUR SECRETARY, HOMICIDE PEACH; Foreign: AGENT TRUMAN, BROOKLYN DESERT, CRYSTAL BREAKING, FRIDA SLIPPER; Games: DARLING BREAKING, HAUNTING PIANIST; Horror: WORLD LEATHERNECKS; Music: BANGER PINOCCHIO, HANOVER GALAXY; New: INTERVIEW LIAISONS; Sports: ARTIST COLDBLOODED, RECORDS ZORRO; Travel: WOLVES DESIRE, WORKER TARZAN"
62,63,CAMERON,WRAY,"Animation: CHAMPION FLATLINERS, DARES PLUTO; Children: HALL CASSIDY; Classics: DRACULA CRYSTAL, OCTOBER SUBMARINE; Comedy: VALLEY PACKER; Documentary: DOZEN LION, VIRGINIAN PLUTO; Drama: DESTINATION JERK, VIRGIN DAISY; Games: SEVEN SWARM; Music: ELF MURDER; Sci-Fi: BINGO TALENTED, TITANS JERK; Sports: LESSON CLEOPATRA, SATISFACTION CONFIDENTIAL, SLIPPER FIDELITY; Travel: COMA HEAD, WOLVES DESIRE"
63,64,RAY,JOHANSSON,"Animation: MENAGERIE RUSHMORE; Children: CASPER DRAGONFLY, EMPIRE MALKOVICH, STRANGELOVE DESIRE; Classics: ARIZONA BANG, IRON MOON, ISLAND EXORCIST, PREJUDICE OLEANDER; Comedy: FREEDOM CLEOPATRA; Documentary: ADAPTATION HOLES, NATIONAL STORY, UNITED PILOT; Family: GABLES METROPOLIS, MANCHURIAN CURTAIN, SPLASH GUMP; Games: MOONWALKER FOOL, OUTBREAK DIVINE; Horror: LADY STAGE; Music: UNCUT SUICIDES, WIZARD COLDBLOODED; New: IDAHO LOVE; Sci-Fi: METROPOLIS COMA, SUICIDES SILENCE; Sports: ALADDIN CALENDAR, CRUSADE HONEY, EVOLUTION ALTER; Travel: BOONDOCK BALLROOM, BORN SPINAL, FELLOWSHIP AUTUMN, MADIGAN DORADO"
64,65,ANGELA,HUDSON,"Action: BRIDE INTRIGUE, GOSFORD DONNIE; Animation: LUKE MUMMY, NASH CHOCOLAT; Children: JUMPING WRATH, ROBBERS JOON, STRANGELOVE DESIRE; Classics: ISLAND EXORCIST, PREJUDICE OLEANDER, VOYAGE LEGALLY; Comedy: ELEMENT FREDDY, VELVET TERMINATOR; Documentary: METAL ARMAGEDDON; Drama: PITY BOUND; Family: JASON TRAP; Games: AUTUMN CROW, BULWORTH COMMANDMENTS, CANDLES GRAPES, MALTESE HOPE; Horror: JAPANESE RUN, PARIS WEEKEND, WATERSHIP FRONTIER; Music: CLONES PINOCCHIO, HANOVER GALAXY, LEGEND JEDI; New: FATAL HAUNTED; Sci-Fi: ARMAGEDDON LOST, FRISCO FORREST, RANDOM GO; Sports: LESSON CLEOPATRA, MILE MULAN; Travel: CASSIDY WYOMING, GAMES BOWFINGER, KICK SAVANNAH"
65,66,MARY,TANDY,"Action: DEVIL DESIRE, PRIMARY GLASS, SHRUNK DIVINE, TRUMAN CRAZY; Animation: FALCON VOLUME; Children: HOLOCAUST HIGHBALL, MAKER GABLES, MURDER ANTITRUST, UPTOWN YOUNG, ZOOLANDER FICTION; Classics: REQUIEM TYCOON, VOYAGE LEGALLY; Comedy: SWEDEN SHINING; Documentary: WARS PLUTO; Drama: CHILL LUCK, DIARY PANIC, QUEEN LUKE; Family: SPINAL ROCKY; Foreign: DANGEROUS UPTOWN, GRAPES FURY, SCHOOL JACKET, WAR NOTTING; Horror: TREASURE COMMAND; New: DESTINY SATURDAY, ENDING CROWDS; Sci-Fi: BARBARELLA STREETCAR, GARDEN ISLAND; Sports: GLEAMING JAWBREAKER, PHILADELPHIA WIFE; Travel: FUGITIVE MAGUIRE, HORROR REIGN"
66,67,JESSICA,BAILEY,"Action: BERETS AGENT, TRUMAN CRAZY; Classics: LEAGUE HELLFIGHTERS, REQUIEM TYCOON, RIGHT CRANES; Comedy: DOOM DANCING; Documentary: MIGHTY LUCK, VIRGINIAN PLUTO; Drama: SAVANNAH TOWN; Foreign: RESERVOIR ADAPTATION; Games: HEAD STRANGER, SUIT WALLS; Horror: ANALYZE HOOSIERS, SWARM GOLD; Music: DORADO NOTTING, JAWBREAKER BROOKLYN; New: CHINATOWN GLADIATOR; Sci-Fi: WHISPERER GIANT; Sports: DROP WATERFRONT; Travel: BASIC EASY, KICK SAVANNAH, MOULIN WAKE, WOLVES DESIRE"
67,68,RIP,WINSLET,"Action: DANCES NONE; Animation: FLOATS GARDEN; Classics: GILBERT PELICAN; Documentary: KILL BROTHERHOOD, SPOILERS HELLFIGHTERS; Drama: HANGING DEEP, QUEEN LUKE; Family: DATE SPEED, FINDING ANACONDA; Foreign: GREEK EVERYONE, HOTEL HAPPINESS, MUPPET MILE, WHALE BIKINI; Games: DAWN POND, FORWARD TEMPLE, PANKY SUBMARINE, ROXANNE REBEL, STAMPEDE DISTURBING; Horror: ALABAMA DEVIL, PATTON INTERVIEW; Music: CHAMBER ITALIAN, CLUE GRAIL, DRIVING POLISH, GREATEST NORTH; New: ATTRACTION NEWTON; Sci-Fi: EXPRESS LONELY, STALLION SUNDANCE; Sports: PERDITION FARGO; Travel: GAMES BOWFINGER, GUMP DATE"
68,69,KENNETH,PALTROW,"Action: CADDYSHACK JEDI, EXCITEMENT EVE; Animation: FALCON VOLUME; Children: SANTA PARIS, SUNDANCE INVASION; Comedy: DADDY PITTSBURGH, LONELY ELEPHANT; Documentary: INTOLERABLE INTENTIONS, SHOW LORD; Drama: HANGING DEEP; Foreign: ALIEN CENTER, ILLUSION AMELIE; Games: DIVINE RESURRECTION, FEATHERS METAL; Horror: REEF SALUTE; Music: TAXI KICK; New: REDEMPTION COMFORTS; Sci-Fi: GRAFFITI LOVE; Sports: MUSSOLINI SPOILERS; Travel: BORN SPINAL, TROUBLE DATE"
69,70,MICHELLE,MCCONAUGHEY,"Action: SOUTH WAIT, SUSPECTS QUILLS, WATERFRONT DELIVERANCE; Animation: WAIT CIDER; Children: FARGO GANDHI, FULL FLATLINERS; Classics: DRACULA CRYSTAL, REQUIEM TYCOON; Comedy: DADDY PITTSBURGH; Documentary: INTOLERABLE INTENTIONS, SPOILERS HELLFIGHTERS; Drama: KWAI HOMEWARD; Family: BAKED CLEOPATRA, BANG KWAI; Foreign: EVERYONE CRAFT, HELLFIGHTERS SIERRA, MIXED DOORS; Games: DETAILS PACKER, PANKY SUBMARINE; Horror: BOWFINGER GABLES, STREETCAR INTENTIONS; Sports: IMAGE PRINCESS, NORTHWEST POLISH"
70,71,ADAM,GRANT,"Action: MIDNIGHT WESTWARD; Children: IDOLS SNATCHERS, SPLENDOR PATTON, TWISTED PIRATES; Classics: TADPOLE PARK; Comedy: FIREBALL PHILADELPHIA, GROUNDHOG UNCUT, OPERATION OPERATION; Family: GLADIATOR WESTWARD; Foreign: BALLROOM MOCKINGBIRD, HAPPINESS UNITED; Games: GLORY TRACY, MARS ROMAN, WANDA CHAMBER; Sci-Fi: ANNIE IDENTITY; Sports: LOSER HUSTLER, SEABISCUIT PUNK; Travel: DISCIPLE MOTHER"
